"회사명","공고제목","근무지역","주소","급여","근무시간","고용형태","직종","업종","경력조건","최소학력","최대학력","등록일","마감일","모집인원","모집내용","전형방법","접수방법","제출서류","담당부서","연락처","원본_근무조건"
"가정재가노인복지센타","요양보호사 모집합니다","(22730)  인천광역시 서해구 승학로 198, 106동 (심곡동, 극동늘푸른아파트)","22778 인천광역시 서해구 가정로 387, 101동502호 (신현동, 루원e-편한세상하늘채)","시급10,320원 이상 ~ 10,320원 이하,","평일 : (근무시간) (오전) 9시 00분 ~ (정오) 12시 00분, 주 5일 근무","기간의 정함이 없는 근로계약(시간(선택)제)/ 파견근로 비희망/ 대체인력채용 비희망","재가 요양보호사(550102)","개인 간병 및 유사 서비스업","신입","학력무관","","26-08-03","채용시까지  26-09-29","","5등급 80대 여자 어르신케어 요양보호사 모집합니다 경력무관  시급 10,320원(주휴수당, 연차수당 기타 제수당 포함하여 1시간당 12,800원~13,000원)","서류,면접","방문,고용24","이력서","","032-710-5829","평일 : (근무시간) (오전) 9시 00분 ~ (정오) 12시 00분, 주 5일 근무"
"행복드림복지센터","[중곡동/3등급/여자/오후] 재가 요양보호사 채용","(04931)  서울특별시 광진구 천호대로119길 26, 중곡종합사회복지관 인근 (중곡동)","05099 서울특별시 광진구 뚝섬로 618, 국제빌딩 2층 (자양동)","시급10,320원 이상 ~ 10,320원 이하,","평일 : (근무시간) (오후) 1시 00분 ~ (오후) 4시 00분, 주 5일 근무","기간의 정함이 있는 근로계약(시간(선택)제)12 개월/ 파견근로 비희망/ 대체인력채용 비희망","재가 요양보호사(550102)","방문 복지서비스 제공업","관계없음","학력무관","","26-07-31","채용시까지  26-09-30","","* 3등급 여자어르신(43년생) 케어/거동가능/배우자와 거주 * 점심식사 준비/주1회 샤워도움/청소, 세탁 등 일상생활지원  - 외출동행 없음","서류,면접","방문,기타(전화접수)","기타(자격증 사본)","","02-3425-1111","평일 : (근무시간) (오후) 1시 00분 ~ (오후) 4시 00분, 주 5일 근무"
"파랑새마을재가센터","[역촌동/오전/남]3등급 어르신 요양보호사","(03376)  서울특별시 은평구 녹번로7길 12, .","03326 서울특별시 은평구 서오릉로18길 25-12, 103호 (갈현동, 노아빌리지)","시급13,500원 이상 ~ 13,500원 이하,","평일 : (근무시간) (오전) 9시 00분 ~ (정오) 12시 00분, 주 6일 근무","기간의 정함이 없는 근로계약(시간(선택)제)/ 파견근로 비희망/ 대체인력채용 비희망","요양보호사(노인요양사)(550101)","사회복지 상담서비스 제공업","관계없음","학력무관","","26-07-31","채용시까지  26-09-26","","-대상: 3등급 남자 어르신 -내용: 가사지원, 정서지원, 외출동행, 병원동행 -시간: 09시~12시(주6일) -시급: 13,500원 -근무지: 은평구 서오릉로 91-1","면접","방문,팩스,이메일,기타(전화주세요)","기타(요양보호사자격증)","","","평일 : (근무시간) (오전) 9시 00분 ~ (정오) 12시 00분, 주 6일 근무"
"밀알재가장기요양기관","관악구 난향동에서 근무하실 방문요양보호사 모집합니...","(08862)  서울특별시 관악구 난곡로 55, 1 (신림동, 관악산휴먼시아아파트)","08850 서울특별시 관악구 법원단지3길 38 (신림동)","시급10,320원 이상 ~ 10,320원 이하,","평일 : (근무시간) (오후) 2시 00분 ~ (오후) 5시 00분, 주 2일 근무","기간의 정함이 없는 근로계약(시간(선택)제)/ 파견근로 비희망/ 대체인력채용 비희망","재가 요양보호사(550102)","노인 요양 복지시설 운영업","관계없음","학력무관","","26-07-30","채용시까지  26-09-29","","4등급 할머님 주 2회 요일,시간은 상의 후 결정","면접","팩스,고용24","기타(채용시 제출: 1년 미만 건강검진서류, 노인학대경력조회서류, 보수교육수료증(해당자만))","","070-4148-3227","평일 : (근무시간) (오후) 2시 00분 ~ (오후) 5시 00분, 주 2일 근무"
"돌봄연구소행복한시니어케어센터","[과천 위버필드 / 2등급어르신 요양보호사 구인]","(13839)  경기도 과천시 별양로 11, . (원문동, 과천 위버필드)","13837 경기도 과천시 별양상가2로 20, 1층 7호 (별양동, 새서울쇼핑센터)","시급10,320원 이상 ~ 10,320원 이하, 면접 후 재조정 가능","평일 : (근무시간) (오전) 9시 00분 ~ (정오) 12시 00분, 주 6일 근무","기간의 정함이 없는 근로계약/ 파견근로 비희망/ 대체인력채용 비희망","재가 요양보호사(550102)","사회복지 상담서비스 제공업","관계없음","학력무관","","26-07-30","채용시까지  26-09-29","","[과천 위버필드 / 2등급 어르신케어 요양보호사 구인 ]  - 요양보호대상자 : 2등급 할머니 / 기저귀케어, 휠체어이동,   - 직무내용 : 어르신 돌봄 및 일상생활지원  - 근무시간 09:00~12:00 / 주 6일  - 시급: 10,320원 (최저시급 10,320원+기타수당)  - 과천시 별양로 11 소재  * 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용시 근로자마다 주 소정근로시간이나 임금,근무(예정)지 등에 차이가 있을 수 있음","서류,면접","방문,고용24","이력서","","02-3679-9926","평일 : (근무시간) (오전) 9시 00분 ~ (정오) 12시 00분, 주 6일 근무"
"에이스봄나래방문요양","[ 다산동 ] 4등급 할머님 재가요양보호사  구인","(12265)  경기도 남양주시 경춘로476번길 52, . (다산동, 진성빌라)","12188 경기도 남양주시 화도읍 경춘로2247번길 37-63","시급10,320원 이상,","평일 : (근무시간) (오전) 9시 00분 ~ (정오) 12시 00분, 주 5일 근무","기간의 정함이 없는 근로계약(시간(선택)제)/ 파견근로 비희망/ 대체인력채용 비희망","재가 요양보호사(550102)","노인 요양 복지시설 운영업","관계없음","학력무관","","26-07-30","26-09-29","","- 4등급 할머님 일상생활 지원도움  - 주5일,  09:00-12:00 (요일 협의) - 시급 13,000원 (10,320원+연차,주휴수당포함) - 문의 010-4255-8769","서류,면접","방문,팩스,기타(전화 010-4255-8769)","기타(요양보호사 자격증 사본)","","","평일 : (근무시간) (오전) 9시 00분 ~ (정오) 12시 00분, 주 5일 근무"
"정인방문요양센터","요양보호사 모집합니다.","(17751)  경기도 평택시 신장로 82 (신장동)","17783 경기도 평택시 송탄로 89, 304호 (장당동)","시급10,320원 이상,","평일 : (근무시간) (오전) 9시 00분 ~ (정오) 12시 00분, 주 5일 근무","기간의 정함이 없는 근로계약/ 파견근로 비희망/ 대체인력채용 비희망","재가 요양보호사(550102)","노인 요양 복지시설 운영업","관계없음","학력무관","","26-07-31","채용시까지  26-09-29","","* 성별: 여자 어르신 * 등급: 4등급 * 서비스내용: 신체활동지원, 가사 및 일상생활지원, 개인위생관리지원, 병원 동행 등 재가방문요양 서비스 * 시급: 13,100원(수당포함)","서류,면접","방문","기타(자격증, 건강검진결과지(1년이내))","","031-611-0736","평일 : (근무시간) (오전) 9시 00분 ~ (정오) 12시 00분, 주 5일 근무"
"손길재가방문센터","안성시 공도읍 재가요양보호사 구함","(17550)  경기도 안성시 송원길 10, 참아름아파트 (경기도시공사참아름)","17915 경기도 평택시 조개터로6번길 41-2 (합정동)","시급10,320원 이상 ~ 10,320원 이하,","평일 : (근무시간) (오전) 11시 00분 ~ (오후) 5시 00분, 주 6일 근무","기간의 정함이 없는 근로계약/ 파견근로 비희망/ 대체인력채용 비희망","재가 요양보호사(550102)","방문 복지서비스 제공업","신입","학력무관","","26-07-31","채용시까지  26-09-29","","3등급 할아버지, 4등급 할머니/ 일상생활 지원/ 수당포함 시급(13,300원)","면접","방문,팩스,고용24","이력서","","070-4078-2021","평일 : (근무시간) (오전) 11시 00분 ~ (오후) 5시 00분, 주 6일 근무"
"주식회사엘림텍","프레스 기계 조작원 모집합니다.","(12795)  경기도 광주시 양벌로 256 (양벌동)","12795 경기도 광주시 양벌로 256 (양벌동)","시급10,320원 이상,","평일 : (근무시간) (오전) 8시 30분 ~ (오후) 5시 30분, 주 5일 근무","기간의 정함이 없는 근로계약/ 파견근로 비희망/ 대체인력채용 비희망","프레스기 및 절단기 조작원(813207)","그 외 기타 전자부품 제조업","관계없음","학력무관","","26-07-31","채용시까지  26-09-29","","프레스 기계 조작원 모집합니다.  **문의 : 031-797-1181","서류,면접","방문,이메일","이력서,자기소개서","","031-797-1181","평일 : (근무시간) (오전) 8시 30분 ~ (오후) 5시 30분, 주 5일 근무"
"(주)케어링 방문요양센터 성남점","(송파구/잠실동) 요양보호사 구인","(05567)  서울특별시 송파구 삼전로7길 10, 현대빌라 (잠실동)","13383 경기도 성남시 중원구 둔촌대로52번길 11, 1층 (성남동)","시급10,320원 이상 ~ 10,320원 이하,","평일 : (근무시간) (오후) 1시 00분 ~ (오후) 4시 00분, 주 3일 근무","기간의 정함이 없는 근로계약(시간(선택)제)/ 파견근로 비희망/ 대체인력채용 비희망","재가 요양보호사(550102)","노인 요양 복지시설 운영업","관계없음","학력무관","","26-07-30","채용시까지  26-09-29","","케어링은 가족요양, 방문요양, 주간보호 등의 돌봄 서비스를 제공하는 시니어 테크 스타트업입니다. 대한민국의 천만 명의 어르신, 보호자님께 '또 하나의 가족'이 되어드리는 것이 저희의 존재 이유입니다.  (주)케어링 방문요양센터 성남점 요양보호사 모집합니다....  1.여자 어르신(92세, 5등급) - 서울 송파구 잠실동 248-14 - 주3회(월,수,금) 13:00~16:00 - 인지활동지원, 말벗, 산책도움","서류,면접","방문,고용24","이력서,기타(요양보호사 자격증)","","031-757-6585","평일 : (근무시간) (오후) 1시 00분 ~ (오후) 4시 00분, 주 3일 근무"
"이든재가복지센터","재가요양보호사 모집","(11467)  경기도 양주시 옥정동로 257, 상세주소확인 (옥정동, 율정마을7단지)","11354 경기도 동두천시 동두천로 13, 이든재가복지센터 (송내동, 우진프라자)","시급10,320원 이상 ~ 10,320원 이하,","평일 : 09:00~12:00, 주2일(화,목) 또는 12:30~15:30, 주2일(화,목), 주 2일 근무","기간의 정함이 없는 근로계약(시간(선택)제)/ 파견근로 비희망/ 대체인력채용 비희망","재가 요양보호사(550102)","사회복지 상담서비스 제공업","경력","학력무관","","26-07-30","채용시까지  26-09-29","","5등급 여)어르신 신체,정서,인지 , 일상생활도움 서비스 치매교육이수 필수자 주2일 , (화,목)  09:00~12:00 또는 12:30~15:30 시급 10,320원 (주휴수당등 포함 13,000원)","서류,면접","방문,팩스,고용24,이메일,기타(전화문의후 방문지원.)","이력서,자기소개서","","031-868-1006","평일 : 09:00~12:00, 주2일(화,목) 또는 12:30~15:30, 주2일(화,목), 주 2일 근무"
"검단방문요양센터","2등급 할아버님 재가 요양보호사 모집","(12703)  경기도 광주시 남한산성로 314-19","12959 경기도 하남시 하남대로787번길 31 (신장동)","시급10,320원 이상 ~ 10,320원 이하,","평일 : (근무시간) (정오) 12시 00분 ~ (오후) 4시 00분, 주 6일 근무","기간의 정함이 없는 근로계약(시간(선택)제)/ 파견근로 비희망/ 대체인력채용 비희망","재가 요양보호사(550102)","그 외 기타 비거주 복지 서비스업","관계없음","학력무관","","26-08-03","채용시까지  26-10-01","","-가족분들과 함께 거주하시나 요양사님 근무시간대에는 혼자계심 -인지 양호하시고 말수가 없으신 편이며 점심식사 준비와 정리 후 퇴근 -소변줄을 끼고 계시고 대변은 부축 도움 받아 화장실에서 보심 -차량 소지자 우대  (주유비 지원) / 교통비 월10만원 지원 - 주6일  12:00~16:00 (월요일~토요일)  주 6일 근무(약간의 시간협의가능) - 시급 13,500원(10,320원)+하루 중증 수당 6,000원","서류","이메일","이력서","","031-794-6878","평일 : (근무시간) (정오) 12시 00분 ~ (오후) 4시 00분, 주 6일 근무"
"서림폴리텍 주식회사","건물 위탁 관리 업체 경리사원 모집합니다.","(04208)  서울특별시 마포구 만리재로 83, 9층 (공덕동)","04208 서울특별시 마포구 만리재로 83, 9층 (공덕동)","시급10,320원 이상 ~ 10,320원 이하,","평일 : (근무시간) (오전) 8시 30분 ~ (오후) 5시 30분, 주 5일 근무","기간의 정함이 없는 근로계약/ 파견근로 비희망/ 대체인력채용 비희망","경리 사무원(회계·세무 사무소)(027205)","사업시설 유지？관리 서비스업","관계없음","학력무관","","26-08-03","채용시까지  26-10-02","","주경리 1명(2,700,000원 식대포함) 용역비 청구 및 계산서 발행 노무관리 본사 행정업무 보조","서류,면접","고용24,이메일","이력서,자기소개서","서울서부고용센터","02-2077-6071","평일 : (근무시간) (오전) 8시 30분 ~ (오후) 5시 30분, 주 5일 근무"
"효엔재가복지센터","(5등급) 재가요양보호사구인","(01095)  서울특별시 강북구 인수봉로37길 12, 혜화여고 인근 (수유동, 삼성그린타운)","01100 서울특별시 강북구 인수봉로 134 (수유동)","시급10,320원 이상 ~ 10,320원 이하,","평일 : (근무시간) (오전) 9시 30분 ~ (오후) 12시 30분, 주 5일 근무","기간의 정함이 있는 근로계약(시간(선택)제)12 개월/ 파견근로 비희망/ 대체인력채용 비희망","재가 요양보호사(550102)","노인 요양 복지시설 운영업","관계없음","학력무관","","26-08-03","채용시까지  26-09-29","","- 52년생 5등급 남자어르신 - 강북구 화계사, 혜화여고 인근 - 월~금 : 09:30~12:30 - 시급 : 13,200원(주휴, 연차수당 포함) - 인지훈련, 일상생활함께하기,병원동행  - 치매교육 이수 필수 - 남자, 여자 요양보호사 지원 가능","서류,면접","방문","이력서","","02-988-3288","평일 : (근무시간) (오전) 9시 30분 ~ (오후) 12시 30분, 주 5일 근무"
